collegeName,branch,category,quota,round,closingRank,cutoffYear
"Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon",Information Technology,General,MH,3,62689,2019
"Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon",Mechanical Engineering,General,MH,3,81845,2019
"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik",Computer Engineering,PWD,MH,3,36381,2019
"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik",Information Technology,ST,MH,3,41256,2019
"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik",Electrical Engineering,General,MH,3,41833,2019
"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik",Electronics and Telecommunication Engg,General,MH,3,58305,2019
"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik",Chemical Engineering,General,MH,3,57978,2019
"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik",Mechanical Engineering,General,MH,3,64895,2019
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",Computer Engineering,General,MH,3,56688,2019
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",Mechanical Engineering,General,MH,3,41292,2019
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Civil Engineering,OBC,MH,3,43024,2019
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Computer Engineering,SC,MH,3,23622,2019
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Information Technology,SC,MH,3,29385,2019
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Electronics and Telecommunication Engg,OBC,MH,3,53008,2019
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Electronics Engineering,General,MH,3,64638,2019
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Instrumentation and Control Engineering,General,MH,3,65690,2019
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Chemical Engineering,OBC,MH,3,43232,2019
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Mechanical Engineering,General,MH,3,54235,2019
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",Civil Engineering,PWD,MH,3,46540,2019
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",Computer Engineering,ST,MH,3,28057,2019
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",Information Technology,OBC,MH,3,34930,2019
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",Electrical Engineering,OBC,MH,3,48817,2019
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",Electronics and Telecommunication Engg,OBC,MH,3,72268,2019
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",Mechanical Engineering,General,MH,3,50567,2019
"G. H. Raisoni Institute of Business Management,Jalgaon",Computer Science and Engineering,General,MH,3,36948,2019
"G. H. Raisoni Institute of Business Management,Jalgaon",Information Technology,General,MH,3,68552,2019
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon",Civil Engineering,SC,MH,3,47798,2019
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon",Computer Engineering,EWS,MH,3,12465,2019
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon",Information Technology,OBC,MH,3,20947,2019
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon",Electrical Engineering,ST,MH,3,27468,2019
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon",Electronics and Telecommunication Engg,SC,MH,3,36474,2019
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon",Mechanical Engineering,SC,MH,3,34245,2019
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,OBC,MH,3,35117,2019
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,General,MH,3,33521,2019
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,PWD,MH,3,84670,2019
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and Telecommunication Engg,General,MH,3,80570,2019
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,OBC,MH,3,67480,2019
"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",Civil Engineering,OBC,MH,3,30775,2019
"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",Computer Engineering,OBC,MH,3,11131,2019
"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",Information Technology,General,MH,3,14592,2019
"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",Electrical Engineering,General,MH,3,18759,2019
"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",Electronics and Telecommunication Engg,OBC,MH,3,27418,2019
"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",Electronics Engineering,SC,MH,3,30523,2019
"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",Production Engineering,SC,MH,3,58569,2019
"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",Mechanical Engineering,SC,MH,3,29400,2019
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",Civil Engineering,General,MH,3,56866,2019
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",Computer Engineering,General,MH,3,53360,2019
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",Electrical Engineering,General,MH,3,60901,2019
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",Electronics and Telecommunication Engg,General,MH,3,37399,2019
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",Mechanical Engineering,General,MH,3,85415,2019
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur",Civil Engineering,General,MH,3,64252,2019
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur",Computer Engineering,General,MH,3,43155,2019
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur",Mechanical Engineering,General,MH,3,78720,2019
"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",Civil Engineering,General,MH,3,63016,2019
"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",Computer Engineering,General,MH,3,52915,2019
"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",Mechanical Engineering,General,MH,3,57020,2019
"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal",Civil Engineering,General,MH,3,76908,2019
"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal",Computer Science and Engineering,General,MH,3,63667,2019
"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal",Electrical Engineering,General,MH,3,40760,2019
"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal",Mechanical Engineering,General,MH,3,34355,2019
"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",Computer Engineering,General,MH,3,63804,2019
"R. C. Patel Institute of Technology, Shirpur",Civil Engineering,General,MH,3,61255,2019
"R. C. Patel Institute of Technology, Shirpur",Computer Engineering,General,MH,3,27564,2019
"R. C. Patel Institute of Technology, Shirpur",Electrical Engineering,General,MH,3,60625,2019
"R. C. Patel Institute of Technology, Shirpur",Electronics and Telecommunication Engg,General,MH,3,53766,2019
"R. C. Patel Institute of Technology, Shirpur",Mechanical Engineering,General,MH,3,57691,2019
"R. C. Patel Institute of Technology, Shirpur",Mechanical Engineering,General,MH,3,47194,2019
"SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain Gurukul), Neminagar,Chandwad,(Nashik)",Civil Engineering,General,MH,3,34239,2019
"SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain Gurukul), Neminagar,Chandwad,(Nashik)",Computer Engineering,General,MH,3,43568,2019
"SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain Gurukul), Neminagar,Chandwad,(Nashik)",Electronics and Telecommunication Engg,General,MH,3,75807,2019
"SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain Gurukul), Neminagar,Chandwad,(Nashik)",Mechanical Engineering,General,MH,3,82015,2019
"G. H. Raisoni College of Engineering and Management, Ahmednagar",Computer Engineering,General,MH,3,78825,2019
"Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Civil Engineering,General,MH,3,46072,2019
"Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Computer Engineering,SC,MH,3,47381,2019
"Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Information Technology,SC,MH,3,62732,2019
"Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Electronics and Telecommunication Engg,TFWS,MH,3,58509,2019
"Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Mechanical Engineering,General,MH,3,53147,2019
"Vishwabharati Academy's College of Engineering, Ahmednagar",Computer Engineering,General,MH,3,82817,2019
"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",Civil Engineering,OBC,MH,3,61335,2019
"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",Computer Engineering,OBC,MH,3,25477,2019
"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",Electrical Engineering,General,MH,3,71994,2019
"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",Electronics and Telecommunication Engg,OBC,MH,3,58530,2019
"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",Mechanical Engineering,General,MH,3,82755,2019
"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Computer Engineering,General,MH,3,64104,2019
"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Civil Engineering,General,MH,3,85965,2019
"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Computer Engineering,General,MH,3,84349,2019
"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Electrical Engineering,General,MH,3,43284,2019
"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Civil Engineering,General,MH,3,63664,2019
"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Computer Engineering,General,MH,3,73827,2019
"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Electrical Engineering,General,MH,3,42728,2019
"Jamia Institute Of Engineering And Management Studies, Akkalkuwa",Computer Engineering,General,MH,3,47280,2019
"Jamia Institute Of Engineering And Management Studies, Akkalkuwa",Mechanical Engineering,General,MH,3,48772,2019
"Pune Vidyarthi Griha's College Of Engineering, Nashik",Computer Engineering,ST,MH,3,58112,2019
"Pune Vidyarthi Griha's College Of Engineering, Nashik",Information Technology,ST,MH,3,49254,2019
"Pune Vidyarthi Griha's College Of Engineering, Nashik",Electronics and Telecommunication Engg,General,MH,3,34887,2019
"Pune Vidyarthi Griha's College Of Engineering, Nashik",Mechanical Engineering,General,MH,3,64411,2019
"Sandip Foundation's, Sandip Institute of Engineering & Management, Nashik",Civil Engineering,General,MH,3,78873,2019
"Sandip Foundation's, Sandip Institute of Engineering & Management, Nashik",Computer Engineering,ST,MH,3,41537,2019
"Sandip Foundation's, Sandip Institute of Engineering & Management, Nashik",Electrical Engineering,General,MH,3,37595,2019
"Sandip Foundation's, Sandip Institute of Engineering & Management, Nashik",Electronics and Telecommunication Engg,General,MH,3,81458,2019
"Sandip Foundation's, Sandip Institute of Engineering & Management, Nashik",Mechanical Engineering,General,MH,3,66249,2019
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Civil Engineering,General,MH,3,35497,2019
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,General,MH,3,77056,2019
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Mechanical Engineering,General,MH,3,50900,2019
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Computer Science and Engineering,General,MH,3,53400,2019
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Mechanical Engineering,General,MH,3,54383,2019
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Civil Engineering,General,MH,3,61260,2019
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,SC,MH,3,41640,2019
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Mechanical Engineering,General,MH,3,64379,2019
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of Engineering Education & Research, Nashik.",Civil Engineering,General,MH,3,59512,2019
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of Engineering Education & Research, Nashik.",Computer Engineering,SC,MH,3,53276,2019
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of Engineering Education & Research, Nashik.",Electrical Engineering,General,MH,3,65830,2019
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of Engineering Education & Research, Nashik.",Electronics and Telecommunication Engg,General,MH,3,59655,2019
"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",Civil Engineering,General,MH,3,52883,2019
"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",Computer Engineering,General,MH,3,77650,2019
"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",Electrical Engineering,General,MH,3,49736,2019
"Sanghavi College of Engineering, Varvandi, Nashik.",Civil Engineering,General,MH,3,63272,2019
"Sanghavi College of Engineering, Varvandi, Nashik.",Computer Engineering,OBC,MH,3,75418,2019
"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",Civil Engineering,General,MH,3,81158,2019
"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",Computer Engineering,General,MH,3,76859,2019
"Vidya Niketan College of Engineering, Bota Sangamner",Computer Engineering,General,MH,3,57999,2019
"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Computer Engineering,General,MH,3,37323,2019
"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Computer Engineering,General,MH,3,55578,2019
"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Mechanical Engineering,General,MH,3,53776,2019
"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Civil Engineering,General,MH,3,73145,2019
"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Computer Engineering,OBC,MH,3,41260,2019
"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Electrical Engineering,General,MH,3,47472,2019
"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Mechanical Engineering,General,MH,3,78260,2019
"Shri. Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Civil Engineering,General,MH,3,52397,2019
"Shri. Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Computer Engineering,General,MH,3,32102,2019
"Shri. Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Information Technology,General,MH,3,71128,2019
"Shri. Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Electrical Engineering,General,MH,3,52681,2019
"Shri. Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Mechanical Engineering,General,MH,3,36432,2019
"Government College of Engineering & Research, Avasari Khurd",Civil Engineering,OBC,MH,3,17257,2019
"Government College of Engineering & Research, Avasari Khurd",Computer Engineering,ST,MH,3,8280,2019
"Government College of Engineering & Research, Avasari Khurd",Electronics and Telecommunication Engg,General,MH,3,16499,2019
"Government College of Engineering & Research, Avasari Khurd",Instrumentation and Control Engineering,OBC,MH,3,30808,2019
"Government College of Engineering & Research, Avasari Khurd",Automobile Engineering,SC,MH,3,24977,2019
"Government College of Engineering & Research, Avasari Khurd",Mechanical Engineering,SC,MH,3,10215,2019
"Government College of Engineering, Karad",Civil Engineering,SC,MH,3,10212,2019
"Government College of Engineering, Karad",Information Technology,SC,MH,3,7260,2019
"Government College of Engineering, Karad",Electrical Engineering,SC,MH,3,8116,2019
"Government College of Engineering, Karad",Electronics and Telecommunication Engg,SC,MH,3,10151,2019
"Government College of Engineering, Karad",Mechanical Engineering,ST,MH,3,4608,2019
"College of Engineering, Pune",Civil Engineering,SC,MH,3,1448,2019
"College of Engineering, Pune",Electronics and Telecommunication Engg,General,MH,3,1007,2019
"College of Engineering, Pune",Production Engineering[Sandwich],ST,MH,3,1771,2019
"College of Engineering, Pune",Metallurgical Engineering,ST,MH,3,2639,2019
"Walchand College of Engineering, Sangli",Civil Engineering,OBC,MH,3,4920,2019
"Walchand College of Engineering, Sangli",Computer Science and Engineering,ST,MH,3,1282,2019
"Walchand College of Engineering, Sangli",Information Technology,VJ,MH,3,1950,2019
"Walchand College of Engineering, Sangli",Electrical Engineering,OBC,MH,3,3667,2019
"Walchand College of Engineering, Sangli",Electronics Engineering,SC,MH,3,3226,2019
"Walchand College of Engineering, Sangli",Mechanical Engineering,ST,MH,3,2919,2019
"Department of Technology, Shivaji University, Kolhapur",Civil Engineering,OBC,MH,3,74633,2019
"Department of Technology, Shivaji University, Kolhapur",Computer Science and Technology,OBC,MH,3,43030,2019
"Department of Technology, Shivaji University, Kolhapur",Electronics and Communication Technology,General,MH,3,83774,2019
"Department of Technology, Shivaji University, Kolhapur",Food Technology,ST,MH,3,45773,2019
"Department of Technology, Shivaji University, Kolhapur",Chemical Technology,OBC,MH,3,82290,2019
"Department of Technology, Shivaji University, Kolhapur",Mechanical Engineering,General,MH,3,85682,2019
"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune",Civil Engineering,General,MH,3,80229,2019
"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune",Computer Engineering,ST,MH,3,25597,2019
"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune",Electronics and Telecommunication Engg,SC,MH,3,47678,2019
"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune",Mechanical Engineering,General,MH,3,85043,2019
"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune",Civil Engineering,General,MH,3,29624,2019
"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune",Computer Engineering,OBC,MH,3,54676,2019
"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune",Information Technology,General,MH,3,86977,2019
"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune",Mechanical Engineering,General,MH,3,39606,2019
"Progressive Education Society's Modern College of Engineering, Pune",Computer Engineering,ST,MH,3,7243,2019
"Progressive Education Society's Modern College of Engineering, Pune",Computer Engineering,SC,MH,3,11592,2019
"Progressive Education Society's Modern College of Engineering, Pune",Information Technology,ST,MH,3,15477,2019
"Progressive Education Society's Modern College of Engineering, Pune",Information Technology,ST,MH,3,17782,2019
"Progressive Education Society's Modern College of Engineering, Pune",Electrical Engineering,OBC,MH,3,24979,2019
"Progressive Education Society's Modern College of Engineering, Pune",Electrical Engineering,SC,MH,3,48957,2019
"Progressive Education Society's Modern College of Engineering, Pune",Electronics and Telecommunication Engg,OBC,MH,3,38337,2019
"Progressive Education Society's Modern College of Engineering, Pune",Mechanical Engineering,PWD,MH,3,31938,2019
"Progressive Education Society's Modern College of Engineering, Pune",Mechanical Engineering,ST,MH,3,29808,2019
"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",Civil Engineering,ST,MH,3,32425,2019
"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",Computer Engineering,SC,MH,3,7282,2019
"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",Information Technology,SC,MH,3,26990,2019
"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",Electrical Engineering,OBC,MH,3,22212,2019
"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",Electronics and Telecommunication Engg,OBC,MH,3,18632,2019
"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",Mechanical Engineering,NT,MH,3,25421,2019
"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune",Civil Engineering,General,MH,3,30049,2019
"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune",Computer Engineering,SC,MH,3,62301,2019
"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune",Information Technology,General,MH,3,73444,2019
"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune",Electronics and Telecommunication Engg,General,MH,3,85384,2019
"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune",Mechanical Engineering,General,MH,3,75689,2019
"JSPM'S Jaywantrao Sawant College of Engineering,Pune",Computer Engineering,OBC,MH,3,20602,2019
"JSPM'S Jaywantrao Sawant College of Engineering,Pune",Information Technology,OBC,MH,3,26774,2019
"JSPM'S Jaywantrao Sawant College of Engineering,Pune",Electrical Engineering,General,MH,3,65381,2019
"JSPM'S Jaywantrao Sawant College of Engineering,Pune",Electronics and Telecommunication Engg,OBC,MH,3,71149,2019
"JSPM'S Jaywantrao Sawant College of Engineering,Pune",Mechanical Engineering,General,MH,3,79741,2019
"JSPM'S Jaywantrao Sawant College of Engineering,Pune",Mechanical Engineering,General,MH,3,80572,2019
"MIT Academy of Engineering,Alandi, Pune",Civil Engineering,SC,MH,3,18344,2019
"MIT Academy of Engineering,Alandi, Pune",Computer Engineering,OBC,MH,3,6695,2019
"MIT Academy of Engineering,Alandi, Pune",Information Technology,ST,MH,3,8076,2019
"MIT Academy of Engineering,Alandi, Pune",Electronics and Telecommunication Engg,ST,MH,3,15675,2019
"MIT Academy of Engineering,Alandi, Pune",Electronics Engineering,ST,MH,3,26172,2019
"MIT Academy of Engineering,Alandi, Pune",Chemical Engineering,ST,MH,3,16917,2019
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,OBC,MH,3,15708,2019
"Choudhary Attar Singh Yadav Memorial Trust,Siddhant College of Engineering, Maval",Computer Engineering,General,MH,3,50645,2019
"Choudhary Attar Singh Yadav Memorial Trust,Siddhant College of Engineering, Maval",Electronics and Telecommunication Engg,General,MH,3,37690,2019
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Civil Engineering,TFWS,MH,3,60812,2019
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Computer Engineering,TFWS,MH,3,25153,2019
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Information Technology,TFWS,MH,3,37838,2019
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Electronics and Telecommunication Engg,TFWS,MH,3,72885,2019
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Mechanical Engineering,TFWS,MH,3,68991,2019
"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",Computer Engineering,OBC,MH,3,13415,2019
"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",Information Technology,ST,MH,3,8276,2019
"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",Electrical Engineering,SC,MH,3,41245,2019
"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",Electronics and Telecommunication Engg,PWD,MH,3,48539,2019
"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",Mechanical Engineering,SC,MH,3,32146,2019
"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",Mechanical Engineering,SC,MH,3,79810,2019
"JSPM's Imperial College of Engineering and Research, Wagholi, Pune",Civil Engineering,PWD,MH,3,81628,2019
"JSPM's Imperial College of Engineering and Research, Wagholi, Pune",Civil Engineering,PWD,MH,3,70932,2019
"JSPM's Imperial College of Engineering and Research, Wagholi, Pune",Computer Engineering,SC,MH,3,22402,2019
"JSPM's Imperial College of Engineering and Research, Wagholi, Pune",Electronics and Telecommunication Engg,OBC,MH,3,84446,2019
"JSPM's Imperial College of Engineering and Research, Wagholi, Pune",Mechanical Engineering,General,MH,3,77165,2019
"JSPM's Imperial College of Engineering and Research, Wagholi, Pune",Mechanical Engineering,General,MH,3,47035,2019
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",Civil Engineering,SC,MH,3,6895,2019
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",Computer Engineering,OBC,MH,3,2268,2019
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",Computer Engineering,ST,MH,3,3511,2019
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",Information Technology,General,MH,3,4096,2019
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",Electronics and Telecommunication Engg,SC,MH,3,5242,2019
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",Electronics and Telecommunication Engg,OBC,MH,3,11952,2019
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",Mechanical Engineering,General,MH,3,6108,2019
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",Mechanical Engineering,General,MH,3,6164,2019
"G. H.Raisoni Institute of Engineering and Technology, Wagholi, Pune",Civil Engineering,General,MH,3,78243,2019
"G. H.Raisoni Institute of Engineering and Technology, Wagholi, Pune",Computer Engineering,General,MH,3,49543,2019
"G. H.Raisoni Institute of Engineering and Technology, Wagholi, Pune",Information Technology,General,MH,3,59198,2019
"G. H.Raisoni Institute of Engineering and Technology, Wagholi, Pune",Electrical Engineering,General,MH,3,58146,2019
"G. H.Raisoni Institute of Engineering and Technology, Wagholi, Pune",Electronics and Telecommunication Engg,General,MH,3,82366,2019
"G. H.Raisoni Institute of Engineering and Technology, Wagholi, Pune",Mechanical Engineering,General,MH,3,14937,2019
"Sinhgad College of Engineering, Vadgaon (BK), Pune",Bio Technology,ST,MH,3,45534,2019
"Sinhgad College of Engineering, Vadgaon (BK), Pune",Civil Engineering,ST,MH,3,59858,2019
"Sinhgad College of Engineering, Vadgaon (BK), Pune",Civil Engineering,ST,MH,3,68697,2019
"Sinhgad College of Engineering, Vadgaon (BK), Pune",Computer Engineering,SC,MH,3,10466,2019
"Sinhgad College of Engineering, Vadgaon (BK), Pune",Computer Engineering,SC,MH,3,13493,2019
"Sinhgad College of Engineering, Vadgaon (BK), Pune",Information Technology,SC,MH,3,16737,2019
"Sinhgad College of Engineering, Vadgaon (BK), Pune",Electronics and Telecommunication Engg,ST,MH,3,43648,2019
"Sinhgad College of Engineering, Vadgaon (BK), Pune",Electronics and Telecommunication Engg,OBC,MH,3,39410,2019
